"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Spieler B.; Grandl M.; Ebner M.; Slany W.","Spieler, Bernadette (56964236900); Grandl, Maria (57200032756); Ebner, Martin (9638772000); Slany, Wolfgang (6602594138)","56964236900; 57200032756; 9638772000; 6602594138","Bridging the gap: A computer science pre-MOOC for first Semester Students","2020","Electronic Journal of e-Learning","18","3","","248","260","6","","https://www.scopus.com/pages/publications/85090604778?origin=resultslist","Knowledge in Computer Science (CS) is essential, and companies have increased their demands for CS professionals. Despite this, many jobs remain vacant. Furthermore, computational thinking (CT) skills are required in all contexts of problem solving. A further serious problem arises from the gender disparity in technology related fields. Even if tech companies want to hire women in technology, the number of women who enterthese fields is remarkably low. In high schools with no technical focus, most teenagers acquire only low-level skills in CS. The consequences are misleading preconceptions about the fundamental ideas of CS and stereotype-based expectations. Consequently, many teenagers exclude computing from their career path. In this paper, two promising concepts to overcome these challenges are presented. In 2018, a voluntary gamified lecture “Design your own app”, held at the University of Graz for students of all degree programs, was introduced. The course attracted over 200 students and received positive evaluations. This led to the second concept. In January 2019, a MOOC (Massive Open Online Course) with the title “Get FIT in Computer Science” was designed and launched in August 2019 on the platform iMooX.at with the goal to provide a basic introduction to different concepts of CS, including programming and the application of game design strategies. The MOOC was accompanied by an offline lecture, following the principles of flipped classroom and inverse blended learning. For evaluation purposes, we collected data at three stages: 1) during the MOOC, 2) during the offline lecture, and 3) two months after the lecture. The results showed that the MOOC framework was a promising approach to support and motivate at least a certain group of first-semester students, especially those who had no prior knowledge in CS. © ACPIL.","Computer science education; Digital literacy; Flipped classroom; MOOC; Pocket code; Technology enhanced learning","","Article","Final","","Scopus","2-s2.0-85090604778"
"Jimenez F.; Inoue T.; Onuki M.","Jimenez, Felix (55701756500); Inoue, Tomoki (58075595900); Onuki, Mamoru (57600769900)","55701756500; 58075595900; 57600769900","Effects of Robots Using Board Games to Promote Computational Thinking in Humanities Students","2026","Journal of Robotics and Mechatronics","38","1","","47","54","0","10.20965/jrm.2026.p0047","https://www.scopus.com/pages/publications/105030822846?origin=resultslist","In recent years, advancements in robotics have led to the development of educational support robots designed for classroom use. In this study, we explored the use of a partner-type robot that learns alongside human learners in programming education. In Japan, revisions to the national curriculum by the Ministry of Education have made programming education increasingly mandatory. Although board games that foster computational thinking are widely used in educational settings, they typically involve multiple players, which may not be available in-home environments. Single player modes may reduce the enjoyment of learning and hinder motivation. In this study, we propose a partner-type robot that enables learners to engage with programming board games independently. The robot displays the game on an internal monitor, and the user learns by competing against the robot. We also conducted an experiment with humanities students who had no prior programming experience, in which we compared their learning outcomes across three scenarios, including learning with a robot, learning with another human, and a control group that was not exposed to information on programming. The results suggest that competition with the proposed robot effectively supported the development of computational thinking in humanities students. © Fuji Technology Press Ltd.","competition; computational thinking; human symbiotic robots; STEM","Computational methods; Curricula; Education computing; Educational robots; Robot programming; Board games; Computational thinkings; Educational settings; Home environment; Human symbiotic robots; Learn+; Ministry of Education; Programming education; Programming experience; STEM; Students","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105030822846"
"Asbell-Clarke J.; Rowe E.; Almeda V.; Edwards T.; Bardar E.; Gasca S.; Baker R.S.; Scruggs R.","Asbell-Clarke, J. (24773050300); Rowe, E. (24773634900); Almeda, V. (56809400200); Edwards, T. (55935979100); Bardar, E. (56749146500); Gasca, S. (57195994059); Baker, R.S. (8967971100); Scruggs, R. (57198500792)","24773050300; 24773634900; 56809400200; 55935979100; 56749146500; 57195994059; 8967971100; 57198500792","The development of students’ computational thinking practices in elementary- and middle-school classes using the learning game, Zoombinis","2021","Computers in Human Behavior","115","","106587","","","77","10.1016/j.chb.2020.106587","https://www.scopus.com/pages/publications/85095915646?origin=resultslist","This paper reports on a research study of 45 classes in US schools (grades 3–8) using Zoombinis, a popular Computational Thinking (CT) learning game for ages 8 to adult. The study examined the relationship among student gameplay, related classroom activity, and the development of students’ CT practices in Zoombinis classes. A combination of research methods, including educational data-mining on game data logs, cluster analysis on teacher logs of classroom activity, and multilevel modeling, was used to determine the impact of the duration and nature of student gameplay, as well as the extent and nature of classroom activity, on student CT practices. Automated detectors of gameplay CT practices built for this research were significant predictors of external post-assessment scores, and thus show promise as implicit assessments of CT practices within gameplay. Students with high duration of gameplay and high gameplay CT practices scored highest on external post-assessment of CT practices, when accounting for pre-assessment scores. This research suggests that Zoombinis is an effective CT learning tool and CT assessment tool for elementary- and middle-school students. © 2020 Elsevier Ltd","Assessment; Computational thinking; Game-based learning","Cluster analysis; Data mining; Assessment tool; Automated detectors; Classroom activity; Computational thinkings; Educational data mining; Elementary and middle schools; Multilevel model; Research studies; article; cluster analysis; data mining; female; human; human experiment; learning; male; middle school student; multilevel analysis; teacher; thinking; Students","Article","Final","","Scopus","2-s2.0-85095915646"
"Hsu T.-C.; Lin Y.-T.","Hsu, Ting-Chia (35173046500); Lin, Yi-Ting (57222725517)","35173046500; 57222725517","Effects of integrating AI image recognition and robot game-based learning on computational thinking","2025","Educational Technology and Society","28","4","","225","240","3","10.30191/ETS.202510_28(4).SP03","https://www.scopus.com/pages/publications/105019699944?origin=resultslist","This study developed an artificial intelligence (AI) image recognition application integrated with a robot-based game-based learning (GBL) approach to enhance undergraduates’ understanding of computational thinking (CT) and AI concepts. The learning process was guided by experiential learning theory (ELT) or subject-based learning (SBL), combined with interactive gameplay. Sequential behavior pattern analysis and paired sample t-tests were conducted to evaluate the effects of ELT and SBL on learning outcomes, including improvements in learning achievement of CT and AI concepts, computer programming self-efficacy (CPSE), supervised machine learning self-efficacy (MLSE), and reductions in AI anxiety. Analysis of covariance (ANCOVA) and the Johnson-Neyman technique were further applied to compare differences in CPSE and MLSE between the ELT and SBL approaches. The research results show that both learning approaches can increase students’ CT and AI concepts in the robot GBL. The ELT is more suitable for students who initially have lower CT ability and lower self-efficacy. The stage of reflection, abstraction and operation process of ELT in implementing the AI application can enable students to generate discussion, cooperation, and direct manipulation behaviors. Those behavior patterns can enhance their CT and self-efficacy in particular for those who with low CPSE. Conversely, the SBL is more suitable for students who have advanced CT ability and high self-efficacy initially and this study revealed further discussion and suggestions for future studies. © This article of Educational Technology & Society is available under Creative Commons CC-BY NC-ND 3.0 license (https://creativecommons.org/licenses/by-nc-nd/3.0/).","Artificial intelligence anxiety; Behavioral patterns; Computational thinking; Game-based learning; Self-efficacy","","Article","Final","","Scopus","2-s2.0-105019699944"
"Videnovik M.; Vold T.; Kiønig L.; Madevska Bogdanova A.; Trajkovik V.","Videnovik, Maja (57203549026); Vold, Tone (24464543800); Kiønig, Linda (57192080567); Madevska Bogdanova, Ana (55387296800); Trajkovik, Vladimir (6504070997)","57203549026; 24464543800; 57192080567; 55387296800; 6504070997","Game-based learning in computer science education: a scoping literature review","2023","International Journal of STEM Education","10","1","54","","","92","10.1186/s40594-023-00447-2","https://www.scopus.com/pages/publications/85170031506?origin=resultslist","Using games in education has the potential to increase students’ motivation and engagement in the learning process, gathering long-lasting practical knowledge. Expanding interest in implementing a game-based approach in computer science education highlights the need for a comprehensive overview of the literature research. This scoping review aims to provide insight into current trends and identify research gaps and potential research topics concerning game-based learning in computer science. Using standard methodology for scoping review, we identified 113 articles from four digital libraries published between 2017 and 2021. Those articles were analyzed concerning the educational level, type of the game, computer science topic covered by the game, pedagogical strategies, and purpose for implementing this approach in different educational levels. The results show that the number of research articles has increased through the years, confirming the importance of implementing a game-based approach in computer science. Different kinds of games, using different technology, concerning different computer science topics are presented in the research. The obtained results indicate that there is no standardized game or standardized methodology that can be used for the creation of an educational game for computer science education. Analyzed articles mainly implement a game-based approach using learning by playing, and no significant focus is given to the effectiveness of learning by designing a game as a pedagogical strategy. Moreover, the approach is mainly implemented for developing computational thinking or programming skills, highlighting the need for its implementation in other topics beyond programming. © 2023, Springer Nature Switzerland AG.","Computer science; Computer science education; Educational games; Game-based learning; Scoping review","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85170031506"
"Hsu T.-C.; Chang C.; Liang Y.-S.","Hsu, Ting-Chia (35173046500); Chang, Ching (57212663683); Liang, Yi-Sian (57219485395)","35173046500; 57212663683; 57219485395","Sequential Behavior Analysis of Interdisciplinary Activities in Computational Thinking and EFL Learning With Game-Based Learning","2023","IEEE Transactions on Learning Technologies","16","2","","256","265","14","10.1109/TLT.2023.3249749","https://www.scopus.com/pages/publications/85149378674?origin=resultslist","The study explores the effects of an interdisciplinary learning approach on developing students' English learning (EL) and computational thinking (CT) through two different game-based learning approaches. A quasi-experiment is conducted to evaluate the effectiveness of this approach in terms of enhancing students' CT knowledge and their EL achievement in an elementary school English as a foreign language (EFL) learning context. A total of 52 Grade 3 students take part in the experiment, of whom 28 are assigned to the experimental group learned with a machine educational robot (machine-ER) board game and 24 are assigned to the control group learned with a character educational robot (character-ER) board game. Results indicate that both groups made significant improvements in learning achievement: 1) in English-language achievement of learning vocabulary and sentence patterns; and 2) in CT concepts, although the machine-ER board game produces a greater increase than the character-ER board game in both language learning achievement and CT knowledge, their learning anxieties are also lower than those of the control group. The analysis of behavioral patterns also reveals that students playing the machine-ER board game demonstrate better language-learning interaction, whereas the students playing character-ER board game present greater CT development in finding solutions. © 2008-2011 IEEE.","Collaborative learning tools; design of activities; educational games; interdisciplinary practices; mobile and personal devices","Erbium; Job analysis; Machine design; Problem solving; Students; Anxiety disorder; Collaborative learning tools; Design of activity; Educational game; Game; Interdisciplinary practices; Mobile and personal device; Personal devices; Problem-solving; Task analysis; Vocabulary; Educational robots","Article","Final","","Scopus","2-s2.0-85149378674"
"Ríos Félix J.M.; Zatarain Cabada R.; Barrón Estrada M.L.","Ríos Félix, José Mario (57195490619); Zatarain Cabada, Ramón (55989732200); Barrón Estrada, María Lucía (23990104600)","57195490619; 55989732200; 23990104600","Teaching computational thinking in Mexico: A case study in a public elementary school","2020","Education and Information Technologies","25","6","","5087","5101","18","10.1007/s10639-020-10213-4","https://www.scopus.com/pages/publications/85084835374?origin=resultslist","Digital literacy is a need for our current society. In Mexico, digital incursion programs are barely implemented, which represents an educational delay compared to other countries that have faced the need to integrate the teaching of digital skills, in a wide range of educational levels. This paper presents a learning environment of Computational Thinking called EasyLogic3D, which proposes a novel integration of emotional recognition, gamification, and a 3D environment. Experiments with 102 children from an Elementary School in Mexico were carried out, where cognitive and technological acceptance tests were performed. Analyzing the Cronbach’s alpha score, we found that students accepted the technology (learning environment). Also, the results showed that the perceived enjoyment when using the learning environment was positive. On the other hand, results show that the learning gained through using the learning environment was comparable to a class session in which the same topics and exercises were presented. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.","Computational thinking; Emotion recognition; Gamification; Learning environment","","Article","Final","","Scopus","2-s2.0-85084835374"
"Yang G.; Zheng D.; Chen J.-H.; Zeng Q.-F.; Tu Y.-F.; Zheng X.-L.","Yang, Gang (57220644303); Zheng, Dan (57850986300); Chen, Ji-Huan (57314510400); Zeng, Qun-Fang (58338490000); Tu, Yun-Fang (57200279952); Zheng, Xiao-Li (36766107200)","57220644303; 57850986300; 57314510400; 58338490000; 57200279952; 36766107200","The effects of a role-play-based micro-game strategy on students’ computational thinking, learning engagement and learning motivation","2024","Interactive Learning Environments","32","9","","5678","5698","10","10.1080/10494820.2023.2223239","https://www.scopus.com/pages/publications/85162666660?origin=resultslist","The game-based learning approach to developing students’ computational thinking (CT) current has received attention from researchers. However, the compatibility between games and instruction is often insufficient to accommodate the entertaining and educational nature of the curriculum entirely, and the benefits of game-based learning could be compromised. Therefore, this study proposed a role-playing-based micro-game strategy for developing students’ CT in a Python programming course, and designed a quasi-experiment to verify the effectiveness of the role-playing-based micro-game strategy. A total of 133 eighth-grade students from schools in eastern China were randomly divided into experimental and control groups. The experimental group used a role-playing-based micro-game strategy, and the control group used a traditional instructional strategy. The results showed that the experimental group scored significantly higher than the control group on the CT test, especially in the dimensions of computational concepts and computational practices. The learning engagement of the experimental group was significantly higher than that of the control group, and the learning motivation of the experimental group was significantly improved before and after the experiment. In addition, qualitative analysis of the interview data indicated that micro-game strategy on role-playing could promote classroom learning and meet the needs of the course knowledge system. © 2023 Informa UK Limited, trading as Taylor & Francis Group.","Computational thinking; learning engagement; learning motivation; micro-game; role-playing","","Article","Final","","Scopus","2-s2.0-85162666660"
"Munasinghe B.; Bell T.; Robins A.","Munasinghe, Bhagya (57222570789); Bell, Tim (7402501556); Robins, Anthony (7103256860)","57222570789; 7402501556; 7103256860","Computational Thinking and Notional Machines: The Missing Link","2023","ACM Transactions on Computing Education","23","4","44","","","6","10.1145/3627829","https://www.scopus.com/pages/publications/85180995305?origin=resultslist","In learning to program and understanding how a programming language controls a computer, learners develop both insights and misconceptions whilst their mental models are gradually refined. It is important that the learner is able to distinguish the different elements and roles of a computer (compiler, interpreter, memory, etc.), which novice programmers may find difficult to comprehend. Forming accurate mental models is one of the potential sources of difficulty inextricably linked to mastering computing concepts and processes, and for learning computer programming. It is common to use some form of representation (e.g., an abstract machine or a Computational Agent (CA)) to support technical or pedagogic explanations. The Notional Machine (NM) is a pedagogical device that entails one or more computational concepts, originally described as an idealised computer operating with the constructs of a particular programming language. It can be used to support specific or general learning goals and will typically have some concrete representation that can be referred to. Computational Thinking (CT), which is defined as a way of thinking that is used for [computational] problem solving, is often presented as using a CA to carry out information processing presented by a solution. In CT, where the typical goal is to produce an algorithm or a computer program, the CA seemingly serves a purpose very similar to an NM. Although it changes through the different stages of development (of the learner and of the curriculum), the roles of CAs and NMs can be seen as versatile tools that connect a learner’s mental model with the conceptual model of a program. In this article, we look at this relationship between CAs and NMs, and indicate how they would look at different stages of learning. We traverse the range of definitions and usages of these concepts, and articulate models that clarify how these are viewed in the literature. This includes exploring the nature of machines and agents, and how historical views of these relate to modern pedagogy for computation. We argue that the CA can be seen as an abstract, simplified variant of an NM that provides a useful perspective to the learner to support them to form robust mental models of NMs more efficiently and effectively. We propose that teaching programming should make use of the idea of a CA at different stages of learning, as a link that connects a learner’s mental model to a full NM. © 2023 Copyright held by the owner/author(s).","computational agent; Computational thinking; CS Unplugged; K-12 education; notional machine","Abstracting; Cognitive systems; Education computing; Object oriented programming; Problem oriented languages; Program compilers; Computational agents; Computational thinkings; CS unplugged; Different stages; Forms of representation; K-12 education; Mental model; Notional machine; Novice programmer; Potential sources; Learning systems","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85180995305"
"Vahldick A.; Farah P.R.; Marcelino M.J.; Mendes A.J.","Vahldick, Adilson (56512127300); Farah, Paulo Roberto (56516640700); Marcelino, Maria José (10739367600); Mendes, António José (10738794300)","56512127300; 56516640700; 10739367600; 10738794300","A blocks-based serious game to support introductory computer programming in undergraduate education","2020","Computers in Human Behavior Reports","2","","100037","","","26","10.1016/j.chbr.2020.100037","https://www.scopus.com/pages/publications/85106518521?origin=resultslist","Blocks-based environments have been used to promote computational thinking (CT) and programming learning mostly in elementary and middle schools. In many countries, like Brazil and Portugal, isolated initiatives have been launched to promote CT learning, but until now there is no evidence of a widespread use of this type of environments. Consequently, it is not common that students that reach higher education nowadays are familiar with CT and programming. This paper presents the development of a serious game to support the learning of basic computer programming. It is a blocks-based environment including also resources that allow the teacher to follow the student's progress and customize in-game tasks. Four cycles of experiments were conducted, improving both the game and how it was used. Based on the results of these experiences, the key contribution of this paper is a set of fourteen findings and recommendations to the creation and use of a game-based approach to support introductory computer programming learning for novices. © 2020 The Authors","Blocks-based approach; Computer programming learning; Serious games","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85106518521"
"Saig R.; Hershkovitz A.","Saig, Renato (59406352200); Hershkovitz, Arnon (35261985800)","59406352200; 35261985800","Expanding digital literacies beyond the digital: Infusing computational thinking into unplugged pedagogical tools - Two case studies from mathematics education","2024","International Journal of Child-Computer Interaction","42","","100703","","","5","10.1016/j.ijcci.2024.100703","https://www.scopus.com/pages/publications/85208765690?origin=resultslist","Computational Thinking (CT), the conceptual foundations required for solving complex problems effectively and efficiently, is an imperative skill for today's learners, across disciplines and across ages. As for its importance in the wide network of digital literacies, CT has been implemented in various educational contexts, however mostly via digital artifacts, specifically in programming-related activities. This approach does not fulfill the potential of such integration for promoting learning. In this paper, we argue that digital literacies should not be bound to the digital realm, and present a novel approach to fully integrate CT into learning and teaching by the development of CT-infused “unplugged” pedagogical tools that are fully embedded in the subject matter. We demonstrate the advantages to student learning of these tools in two case studies from K-12 mathematics education: 1) An assistive tool for function investigation in high-school calculus – in this case, we point out to how CT skills that were implemented in the tool promoted students' problem solving; 2) A teaching unit for pattern sequences in elementary school – in this case, we show how students in the CT research group outperformed students in the other groups, and how they implemented CT to solve pattern sequence problems effectively and efficiently. We highlight that besides enhancing learning, this approach can help address the important issue of equity in education, and suggest ways to promote it via dedicated professional development. © 2024 Elsevier B.V.","Computational thinking; Mathematics education; Pedagogical tools; Unplugged","","Article","Final","","Scopus","2-s2.0-85208765690"
"Škrobar J.; Flogie A.; Lipovec A.; Golob N.","Škrobar, Jakob (60162140300); Flogie, Andrej (55912812300); Lipovec, Alenka (6508054813); Golob, Nika (35810144800)","60162140300; 55912812300; 6508054813; 35810144800","Assessing Computational Thinking Practices and Engagement: Primary Teachers’ Reflections on an Unplugged Activity; [Vrednotenje veščin računalniškega mišljenja in angažiranosti: refleksije učiteljev razredne stopnje o dejavnosti računalništva brez računalnika]","2025","Center for Educational Policy Studies Journal","15","4","","89","110","0","10.26529/cepsj.2283","https://www.scopus.com/pages/publications/105026909760?origin=resultslist","Developing computational thinking in early primary education has gained increasing attention, with unplugged methods recognised as particularly effective for young learners. However, teachers’ assessment of computational thinking, especially through process-oriented approaches, remains underexplored. The present study investigates how the participating Slovenian primary school teachers assessed computational thinking practices and students’ engagement during an unplugged activity based on Bebras Challenge tasks. The results show that the teachers most frequently identified algorithmic thinking, pattern recognition and debugging, while decomposition and abstraction were observed less commonly. The activity received high ratings regarding the students’ motivation and engagement, which several of the teachers attributed to the fact that it was conducted outdoors and involved physical movement. Collaboration and communication were also positively evaluated, although some teachers noted that competitiveness occasionally distracted the students. Overall, the findings support the feasibility of using process-oriented observation to assess computational thinking practices in unplugged settings, high-lighting the need for targeted professional development to help teachers implement and assess computational thinking meaningfully. These insights contribute to the growing body of research on computational thinking assessment in primary education, underscoring the importance of providing teachers with structured support and context-specific tools. © 2025, University of Ljubljana. All rights reserved.","assessment; computational thinking; primary school; STEM education; unplugged","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105026909760"
"Bueno-Baquero A.; Del Olmo-Muñoz J.; González-Calero J.A.; Cózar-Gutiérrez R.","Bueno-Baquero, Andrea (58289271000); Del Olmo-Muñoz, Javier (57214779836); González-Calero, José Antonio (55255201500); Cózar-Gutiérrez, Ramón (57205363258)","58289271000; 57214779836; 55255201500; 57205363258","Gamified approaches to computational thinking in teacher training; [Enfoques gamificados de pensamiento computacional en formación docente]","2024","Revista de Educacion","1","405","","71","102","5","10.4438/1988-592X-RE-2024-405-628","https://www.scopus.com/pages/publications/85205216371?origin=resultslist","This study explores the integration of computational thinking (CT) and gamification in teacher training. In the digital age, technology plays an essential role in all fields, including education. CT is already a fundamental skill in compulsory education, which implies a critical evolution in the contemporary educational landscape. Gamification has emerged as a powerful tool in education, revolutionising traditional teaching methods. By integrating game elements into the learning environment, gamification can increase student engagement and motivation, which are essential for effective learning. The study focused on the integration of gamification for CT promotion and training with 99 prospective teachers, using two types of gamification: Shallow and deep gamification. Shallow gamification focuses on external components such as points, levels and badges, while deep gamification incorporates elements beyond the points that are considered meaningful to participants, such as personalised avatars, narratives, unexpected events and alternative activities. Results indicated improvements in self-perceived CT skills, particularly with deep gamification, but a decrease in the problem-solving dimension. In addition, higher motivation was observed in the shallow gamification group. These results have significant implications for teacher education. Overall, the integration of gamification into CT instruction represents a promising strategy for improving the training of future teachers in an increasingly digitised world. However, the implementation of gamification must be carefully considered to ensure that all CT skills are developed effectively. Ultimately, more research is needed to unravel the underlying causes of the results obtained and to explore the application of CT and gamification in various educational settings and levels. © 2024, Revista Educ. All rights reserved.","Computational thinking; Extrinsic motivation; Gamification; Higher education; Intrinsic motivation; Pre-service teachers","","Article","Final","","Scopus","2-s2.0-85205216371"
"Çakır N.A.; Çakır M.P.; Lee F.J.","Çakır, Nur Akkuş (57193330778); Çakır, Murat Perit (55100830800); Lee, Frank J. (56299129000)","57193330778; 55100830800; 56299129000","We game on skyscrapers: the effects of an equity-informed game design workshop on students’ computational thinking skills and perceptions of computer science","2021","Educational Technology Research and Development","69","5","","2683","2703","14","10.1007/s11423-021-10031-6","https://www.scopus.com/pages/publications/85111845107?origin=resultslist","This paper presents a game-design workshop built around a digital art installation featuring video games displayed over a real-world skyscraper to stimulate students' interest in computer science and a study testing its short-term effects on improving middle school students' computational thinking (CT) skills and attitudes towards computing. Following a STEAM approach, the workshop aimed to engage participants in age-appropriate activities that focus on CT skills through the lens of creating their own game. A web-based game design interface that allows students to code and play games as simulated on a skyscraper was developed to support the workshop's core activities. The web environment also featured step-by-step tutorials and fully functional games to promote the accessibility of the learning materials for a diverse body of students and educators around the globe. The results of the study indicated that the workshop helped students improve their CT skills and differentially influence their attitudes towards computing. In particular, the workshop experience led students from underserved community districts to lower their attitude ratings, whereas the reverse pattern was observed for students from more affluent districts. The workshop reportedly informed students' perception of computing as a profession and their appreciation of the analytical effort required for developing functional games. Qualitative analysis of artifact-based interviews indicated that students could begin to make abstractions and devise algorithms by associating variables through conditional statements while solving problems related to game development. Interview analysis also revealed that students took pride in the effort that they made during the workshop. © 2021, Association for Educational Communications and Technology.","Computational thinking; Computer science education; Game design; STEAM","","Article","Final","","Scopus","2-s2.0-85111845107"
"Merino-Armero J.M.; González-Calero J.A.; Cózar-Gutiérrez R.; Del Olmo-Muñoz J.","Merino-Armero, José Miguel (57221968082); González-Calero, José Antonio (55255201500); Cózar-Gutiérrez, Ramón (57205363258); Del Olmo-Muñoz, Javier (57214779836)","57221968082; 55255201500; 57205363258; 57214779836","Unplugged Activities in Cross-Curricular Teaching: Effect on Sixth Graders’ Computational Thinking and Learning Outcomes","2022","Multimodal Technologies and Interaction","6","2","13","","","26","10.3390/mti6020013","https://www.scopus.com/pages/publications/85123864800?origin=resultslist","There is a debate about the way to introduce computational thinking (CT) in schools. Different proposals are on the table; these include the creation of new computational areas for developing CT, the introduction of CT in STEM areas, and the cross-curricular integration of CT in schools. There is also concern that no student should be left behind, independently of their economic situation. To this effect, an unplugged approach is the most cost-effective solution. In addition, this topic is interesting in the context of a pandemic situation that has prevented the sharing of materials between students. This study analyzes an unplugged cross-curricular introduction of CT in the Social Sciences area among sixth grade students. A group of 14 students was selected to carry out an unplugged intervention design—where they were required to program an imaginary robot on paper—in the Social Sciences area. Their CT development and academic results were compared to those of 31 students from the control group who continued attending regular classes. Results showed that an unplugged teaching style of CT in Social Sciences lessons significantly increased CT (p < 0.001) and with a large effect size (d = 1.305) without differences in students’ academic achievement. The findings show that children can potentially develop their CT in non-STEM lessons, learning the same curricular contents, and maintaining their academic results. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Computational thinking; Cross-curricular; Education; K–6; Programming; Robotics; Unplugged","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85123864800"
"Tenorio-Sepulveda G.C.; Argüelles-Cruz A.J.; Hernandez-Lopez R.; Ramirez-Montoya M.S.","Tenorio-Sepulveda, Gloria Concepcion (56495394900); Argüelles-Cruz, Amadeo José (23395973700); Hernandez-Lopez, Rogelio (39660997200); Ramirez-Montoya, Maria Soledad (54911980200)","56495394900; 23395973700; 39660997200; 54911980200","DIGITAL ESCAPE ROOMS TO DEVELOP COMPUTATIONAL THINKING: LEARNING ANALYTICS IN SCIENCE CLUB","2025","Journal of Information Technology Education: Research","24","","25","","","0","10.28945/5604","https://www.scopus.com/pages/publications/105018348554?origin=resultslist","Aim/Purpose The objective of this study was to identify the elements of learning analytics and the characteristics that digital escape rooms should have in order to promote the development of computational thinking in challenging environments. Background In the present and future of education, developing computational thinking is strategic for the digital age, serving as a bridge between technology and problem-solving. There is an opportunity to look for new ways to promote computational thinking because people have difficulty abstracting real problems and applying decomposition methods, design patterns, and algorithmic thinking in various complex contexts. Methodology The ADDIE framework (analysis, design, development, implementation, and evaluation) was applied to develop an escape room with learning analytics and challenges focused on Sustainable Development Goal 7 (Affordable and Clean Energy). The application was carried out with 119 participants from the science club. Contribution This research provides practical specifications for developing digital escape rooms that implement learning analytics. This study is of great value to academics, developers, and decision-makers interested in developing training activities that promote high-level skills for dealing with complexity. Findings The physical and logical models created can guide the implementation of requirements and database creation when developing educational digital escape rooms. A timeline, event history analysis, and a method examining the sequence of discrete states can measure computational thinking development and identify other high-level competencies in educational digital escape rooms. Essential features of web-based educational digital escape rooms include an adaptive design for optimal visualization and interaction, accessibility across a variety of devices, easy navigation, and challenges that include puzzles and time-limited problems. Recommendations Suggestions for practitioners who want to enhance high-level competencies in-for Practitioners clude: (a) employ challenge-based strategies like an educational digital escape room, (b) gradually increase the difficulty of challenges to monitor competency development, (c) control the time students spend solving puzzles, and (d) continuously evaluate the strengths and weaknesses of the educational digital escape room for ongoing improvement. Recommendations Researchers who want to develop high-level competencies through educational for Researchers digital escape rooms should consider timelines, event history analysis, and a method that scrutinizes the students’ sequence of discrete states while answering questions, which allows effective progress tracking. Impact on Society This study contributes to open education by creating quality open educational resources for the development of high-level competencies. Future Research Future research could expand the analysis to include qualitative data, population samples from clubs in other countries, and educational digital escape rooms targeting other sustainable development goals. © (2025), (Informing Science Institute). All rights reserved.","complex thinking; computational thinking; educational innovation; escape rooms; higher education; sustainable development objectives","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105018348554"
"Zhang Y.; Ng O.-L.; Leung S.","Zhang, Ying (60020498300); Ng, Oi-Lam (56581733600); Leung, Suzannie (57193329440)","60020498300; 56581733600; 57193329440","Researching Computational Thinking in Early Childhood STE(A)M Education Context: A Descriptive Review on the State of Research and Future Directions","2023","Journal for STEM Education Research","6","3","","427","455","15","10.1007/s41979-023-00097-7","https://www.scopus.com/pages/publications/85160291196?origin=resultslist","Computational thinking (CT) has been regarded as an essential skill set that students should acquire from their early years of life. As a thinking practice applicable to problem-solving processes, it has been argued that CT can be demonstrated and incorporated into other disciplines. While most studies have focused on CT integration with science, technology, engineering, and mathematics (STEM), this article extends to the STEAM (science, technology, engineering, the arts, and mathematics) perspective with an emphasis on the role of the arts in early CT learning. After selecting nine representative studies in this area, we conducted an in-depth examination around three themes. First, we synthesized the definition and features of early CT in the selected literature. Second, we drew attention to how CT facilitates STEM learning for young children. Next, based on examining the third theme regarding arts integration with early CT, we identified future directions for researching CT in early childhood STEAM education. The investigation aims to inspire future scholarly efforts to provide powerful learning opportunities for young children by integrating early CT into interdisciplinary STEAM domains. © 2023, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Arts; Computational thinking; Descriptive review; Early childhood education; Programming; STEAM; STEM; Unplugged","","Review","Final","","Scopus","2-s2.0-85160291196"
